name,ID,B_vs_A_p.val,C_vs_A_p.val,B_vs_A_p.adj,C_vs_A_p.adj,B_vs_A_significant,C_vs_A_significant,significant,B_vs_A_ratio,C_vs_A_ratio,A_centered,B_centered,C_centered
A0A0G2K2P5,A0A0G2K2P5,0.00313471290507021,0.000809775813039554,1,1,TRUE,TRUE,TRUE,1.62,2.04,-1.22,0.402,0.819
Aars,P50475,0.134309692988956,0.0143120591360243,1,1,FALSE,TRUE,TRUE,0.377,0.709,-0.362,0.0148,0.347
Acat2,Q5XI22,0.209637871464044,0.0282418868994045,1,1,FALSE,TRUE,TRUE,0.394,0.776,-0.39,0.00401,0.386
Acbd3,Q7TNY6,0.106961716717011,0.00193517835660197,1,1,TRUE,TRUE,TRUE,2.03,5.13,-2.39,-0.355,2.74
Acot7,Q64559-1,7.70709338517523e-08,2.75255697683441e-08,1,1,TRUE,TRUE,TRUE,1.95,2.23,-1.39,0.554,0.838
Acsl3,Q63151,0.559665821607741,0.0306522503674138,1,1,FALSE,TRUE,TRUE,0.275,1.19,-0.489,-0.214,0.703
Actn1,Q9Z1P2,0.824361500043339,0.03633301591535,1,1,FALSE,TRUE,TRUE,0.0606,0.668,-0.243,-0.182,0.425
Actr1a,P85515,0.11649000760906,0.00245139153185251,1,1,TRUE,TRUE,TRUE,1.31,3.27,-1.53,-0.218,1.75
Actr2,Q5M7U6,0.637724353775412,0.0120943622031291,1,1,FALSE,TRUE,TRUE,0.157,1.05,-0.402,-0.245,0.647
Actr3,Q4V7C7,0.0165951291078252,0.00720772230259487,1,1,TRUE,TRUE,TRUE,0.661,0.786,-0.482,0.179,0.303
Acy1a,Q6AYS7,0.232635272054088,0.0152489647592183,1,1,TRUE,TRUE,TRUE,0.612,1.47,-0.693,-0.0812,0.774
Adam10,Q10743,0.220389483870255,0.00778904632329201,1,1,FALSE,TRUE,TRUE,0.387,1.04,-0.474,-0.0872,0.561
Add1,Q63028,0.0298923987866081,0.0398054131081349,1,1,TRUE,TRUE,TRUE,1.76,1.64,-1.13,0.629,0.504
Agps,Q9EQR2,0.669704932308407,0.0345639972486025,1,1,FALSE,TRUE,TRUE,0.178,1.03,-0.403,-0.225,0.628
Akr1b7,Q5RJP0,0.880708850116743,0.0454192872377029,1,1,FALSE,TRUE,TRUE,0.133,2.04,-0.724,-0.591,1.31
Aldh1l1,P28037,0.117839409517305,0.00138489005805361,1,1,TRUE,TRUE,TRUE,0.768,2.13,-0.965,-0.197,1.16
Aldh7a1,Q64057,7.95214633164309e-10,6.68680015376903e-10,1,1,TRUE,TRUE,TRUE,3.79,3.87,-2.55,1.23,1.32
Amdhd2,Q5BJY6,0.0263566208095955,0.0226373856454393,1,1,TRUE,TRUE,TRUE,1.95,2.02,-1.32,0.625,0.696
Apoa1bp,B0BNM1,3.77175281282117e-10,2.16045605783839e-10,1,1,TRUE,TRUE,TRUE,3.2,3.44,-2.21,0.985,1.23
Arcn1,Q66H80,0.0261312423807531,0.0214554827094547,1,1,TRUE,TRUE,TRUE,4.3,4.51,-2.94,1.37,1.57
Arf1,P84079,0.15902535297667,0.00452588680469021,1,1,FALSE,TRUE,TRUE,0.359,0.911,-0.423,-0.0645,0.488
Arf4,P61751,0.0230001250300505,0.0257842644372622,1,1,TRUE,TRUE,TRUE,4.39,4.27,-2.88,1.5,1.38
Arfip1,Q9JHU5,0.994450555555533,0.0146618832210623,1,1,FALSE,TRUE,TRUE,0.00166,0.725,-0.242,-0.241,0.483
Arhgef2,Q5FVC2,0.142219010762977,0.00229682174165794,1,1,TRUE,TRUE,TRUE,1.18,3.24,-1.48,-0.29,1.77
Arl6ip5,Q9ES40,0.0964875658326397,0.0018242600144148,1,1,TRUE,TRUE,TRUE,1.95,4.79,-2.25,-0.297,2.54
Arl8b,Q66HA6,0.897451366804881,0.0137110694629735,1,1,FALSE,TRUE,TRUE,0.0397,0.947,-0.329,-0.289,0.618
Arpc2,P85970,0.15222054949129,0.0557112370333934,1,1,TRUE,TRUE,TRUE,0.93,1.32,-0.749,0.181,0.569
Arsb,P50430,0.0104919677609584,0.00838463369664639,1,1,TRUE,TRUE,TRUE,2.71,2.84,-1.85,0.862,0.988
Asl,P20673,2.75873115206306e-07,3.82267404976255e-07,1,1,TRUE,TRUE,TRUE,4.56,4.36,-2.97,1.58,1.39
Atg3,Q6AZ50,0.155177751044473,0.00351087280497182,1,1,TRUE,TRUE,TRUE,0.762,2.01,-0.923,-0.161,1.08
Atp2a2,P11507,3.70742964171029e-07,3.07544483556134e-07,1,1,TRUE,TRUE,TRUE,2.45,2.51,-1.65,0.796,0.858
Atp5h,P31399,0.776049647080564,0.0189628417986177,1,1,FALSE,TRUE,TRUE,0.0904,0.909,-0.333,-0.243,0.576
Atp6v1b2,P62815,0.191057635466714,0.027131053329513,1,1,FALSE,TRUE,TRUE,0.338,0.641,-0.326,0.0113,0.315
Atp6v1c1,Q5FVI6,1.69058001941841e-07,5.98060557089974e-08,1,1,TRUE,TRUE,TRUE,5.1,5.85,-3.65,1.45,2.2
Atpif1,Q03344,0.172662937812757,0.188125257199491,1,1,TRUE,TRUE,TRUE,1.94,1.86,-1.27,0.671,0.595
Bag6,Q6MG49,0.815933625563907,0.0163820546629784,1,1,FALSE,TRUE,TRUE,0.0509,0.646,-0.232,-0.181,0.414
Baiap2l1,Q3KR97,0.295288995140046,0.2618718248229,1,1,TRUE,TRUE,TRUE,1.05,1.13,-0.728,0.323,0.405
Basp1,Q05175,0.869608326014403,0.0218153334607809,1,1,FALSE,TRUE,TRUE,0.0643,1.09,-0.383,-0.319,0.703
Bdh1,P29147,5.93521829956075e-10,5.48601780667674e-10,1,1,TRUE,TRUE,TRUE,3.58,3.61,-2.4,1.18,1.22
Bgn,P47853,0.231377272399915,0.00177923001573324,1,1,FALSE,TRUE,TRUE,0.357,1.28,-0.546,-0.19,0.736
Camk2d,P15791,7.52340682938645e-05,5.96451989734695e-05,1,1,TRUE,TRUE,TRUE,1.25,1.29,-0.849,0.403,0.446
Cand2,Q9R0L4,0.000174224539184551,2.9806387869404e-05,1,1,TRUE,TRUE,TRUE,0.596,0.77,-0.455,0.141,0.315
Cap1,Q08163,0.0344748139746436,0.00299800039857141,1,1,FALSE,TRUE,TRUE,0.503,0.836,-0.446,0.0564,0.39
Capg,Q6AYC4,0.0134962760657742,0.0166341821216488,1,1,TRUE,TRUE,TRUE,1.82,1.74,-1.19,0.635,0.554
Capn1,P97571,0.154464900938178,0.159654172930366,1,1,TRUE,TRUE,TRUE,1,0.991,-0.665,0.34,0.325
Carm1,Q4AE70-3,0.0467248128013274,0.000855696902545944,1,1,TRUE,TRUE,TRUE,1.58,3.53,-1.7,-0.121,1.82
Cast,P27321,0.737872662250405,0.0245188205227794,1,1,FALSE,TRUE,TRUE,0.147,1.18,-0.443,-0.296,0.739
Cav1,P41350,0.0726975774476556,0.099129737941231,1,1,TRUE,FALSE,TRUE,0.635,0.572,-0.402,0.232,0.17
Ccdc132,F1LSG8,0.201023366985971,0.172406327564674,1,1,TRUE,TRUE,TRUE,1.1,1.18,-0.761,0.339,0.422
Cct2,Q5XIM9,5.47053527091156e-05,1.12359269345863e-05,1,1,TRUE,TRUE,TRUE,1.67,2.09,-1.25,0.417,0.835
Cct4,Q7TPB1,3.61183847304417e-05,1.65160598867844e-05,1,1,TRUE,TRUE,TRUE,0.869,0.971,-0.613,0.256,0.357
Cd151,Q9QZA6,0.164469013547515,0.110955153260342,1,1,TRUE,TRUE,TRUE,0.687,0.805,-0.497,0.19,0.308
Cd44,P26051,0.0103366529387564,0.00376351528335644,1,1,TRUE,TRUE,TRUE,0.833,1.01,-0.615,0.218,0.397
Cd9,P40241,4.70747558771007e-11,3.97039053936718e-11,1,1,TRUE,TRUE,TRUE,5.45,5.57,-3.67,1.78,1.9
Cdc42,Q8CFN2,0.139013437819249,0.00199190041694864,1,1,TRUE,TRUE,TRUE,0.875,2.43,-1.1,-0.227,1.33
Cdk4,P35426,0.105795616749557,0.00287328294112814,1,1,TRUE,TRUE,TRUE,1.76,4.13,-1.97,-0.204,2.17
Cdk5rap2,Q9JLH5,0.11704364648066,0.0900538991255787,1,1,TRUE,TRUE,TRUE,1.25,1.38,-0.876,0.377,0.5
Ckb,P07335,1.44919470717439e-08,1.60885970014476e-08,1,1,TRUE,TRUE,TRUE,2.69,2.65,-1.78,0.908,0.872
Cltc,P11442,0.0131807853730635,0.0023909575951475,1,1,FALSE,TRUE,TRUE,0.477,0.661,-0.379,0.0978,0.282
Cnbp,P62634,0.0956478355037398,0.241561069809571,1,1,TRUE,FALSE,TRUE,0.675,0.451,-0.375,0.3,0.0757
Cnn3,P37397,0.282428663623605,0.0457660465473186,1,1,TRUE,TRUE,TRUE,1.53,3.15,-1.56,-0.0303,1.59
Copb1,P23514,0.0460032005345101,0.00914268327097903,1,1,FALSE,TRUE,TRUE,0.415,0.603,-0.339,0.0753,0.264
Cox4i1,P10888,0.0110393032705506,0.00948424846341937,1,1,TRUE,TRUE,TRUE,2.42,2.5,-1.64,0.783,0.859
Crnkl1,P63155,4.89557918629024e-09,3.50409269966738e-09,1,1,TRUE,TRUE,TRUE,3.16,3.3,-2.15,1.01,1.15
Crym,Q9QYU4,0.0977064786622999,0.00703229045014235,1,1,FALSE,TRUE,TRUE,0.331,0.641,-0.324,0.00743,0.317
Cs,Q8VHF5,0.0936889009882094,0.00148610454449945,1,1,FALSE,TRUE,TRUE,0.295,0.744,-0.347,-0.0511,0.398
Csnk2a1,P19139,0.229232678686948,0.181007616170075,1,1,TRUE,TRUE,TRUE,0.743,0.837,-0.527,0.216,0.31
Csrp1,P47875,0.204160572292847,0.208691973694538,1,1,TRUE,TRUE,TRUE,2.57,2.54,-1.7,0.866,0.838
Ctgf,Q9R1E9,0.224210692280256,0.36216826380698,1,1,TRUE,TRUE,TRUE,1.62,1.19,-0.935,0.684,0.251
Ctps2,Q5U2N0,3.0213413058209e-10,2.51009021668368e-10,1,1,TRUE,TRUE,TRUE,4.66,4.78,-3.15,1.52,1.63
Cttn,Q66HL2,0.0248378111315492,0.0100899637594861,1,1,TRUE,TRUE,TRUE,1.91,2.33,-1.41,0.498,0.916
Cyb5r1,Q5EB81,0.0229112636710287,0.0228738920125208,1,1,TRUE,TRUE,TRUE,1.7,1.7,-1.13,0.567,0.568
Dctn2,Q6AYH5,3.86920370475683e-05,2.12765531426067e-05,1,1,TRUE,TRUE,TRUE,0.921,1,-0.641,0.28,0.361
Ddah1,O08557,1.26717405211225e-08,1.02657678537273e-08,1,1,TRUE,TRUE,TRUE,4.12,4.23,-2.78,1.33,1.45
Ddx25,Q9QY16,0.14570860388598,0.00261044201087423,1,1,TRUE,TRUE,TRUE,2.33,6.31,-2.88,-0.546,3.43
Ddx39a,Q5U216,0.00573477019386859,0.0132428927516313,1,1,TRUE,TRUE,TRUE,0.794,0.671,-0.488,0.306,0.183
Ddx39b,Q63413,8.94666595252471e-09,9.08193613573285e-09,1,1,TRUE,TRUE,TRUE,3.5,3.49,-2.33,1.17,1.16
Diaph1,F1M775,0.248618084608332,0.094222028866123,1,1,FALSE,TRUE,TRUE,0.416,0.636,-0.351,0.0653,0.286
Dnajc10,Q498R3,4.90575255498734e-05,1.00392571453736e-05,1,1,TRUE,TRUE,TRUE,1.01,1.27,-0.761,0.253,0.508
Dnajc3,Q9R0T3,0.754901933199887,0.0177724786060627,1,1,FALSE,TRUE,TRUE,0.0892,0.828,-0.306,-0.217,0.522
Dnm1l,O35303-2,0.119484202531363,0.023991038364137,1,1,FALSE,TRUE,TRUE,0.516,0.825,-0.447,0.0686,0.378
Dnmt1,Q9Z330,0.0263734470848514,0.0104676418690685,1,1,TRUE,TRUE,TRUE,0.96,1.18,-0.713,0.247,0.466
Dohh,Q5PPJ4,3.68259728040413e-07,1.14924467174707e-07,1,1,TRUE,TRUE,TRUE,5.47,6.39,-3.95,1.52,2.44
Dpysl2,P47942,0.104556352678173,0.0017110272028775,1,1,FALSE,TRUE,TRUE,0.313,0.799,-0.37,-0.058,0.428
Duox1,Q8CIY2,9.28873695262949e-06,1.20656107902302e-05,1,1,TRUE,TRUE,TRUE,1.8,1.74,-1.18,0.623,0.559
Eef1g,Q68FR6,0.119317266759808,0.00604170501578603,1,1,FALSE,TRUE,TRUE,0.325,0.696,-0.34,-0.0152,0.356
Eef2,P05197,0.00181780757976971,0.000163310048122675,1,1,FALSE,TRUE,TRUE,0.48,0.704,-0.395,0.0858,0.309
Eif2ak2,Q63184,0.0210446036195885,0.00488159149941652,1,1,FALSE,TRUE,TRUE,0.461,0.623,-0.361,0.0998,0.261
Eif2b2,Q62818,1.02893232316948e-08,8.72139961365948e-09,1,1,TRUE,TRUE,TRUE,4.07,4.16,-2.74,1.33,1.42
Eif2b3,P70541,0.171259354608829,0.0133999500201545,1,1,FALSE,TRUE,TRUE,0.352,0.745,-0.366,-0.0138,0.379
Eif3i,B0BNA7,0.0269402153480403,0.00124730782948187,1,1,FALSE,TRUE,TRUE,0.421,0.766,-0.396,0.0255,0.37
Elavl1,B5DF91,0.155895189782384,0.0515839760871078,1,1,FALSE,TRUE,TRUE,0.477,0.699,-0.392,0.0853,0.307
Emp3,Q9QYW5,0.0385938882712771,0.0190680290512878,1,1,TRUE,TRUE,TRUE,3.07,3.64,-2.24,0.832,1.41
Enoph1,Q5PPH0,0.21073533919153,0.177012184508647,1,1,TRUE,TRUE,TRUE,1.5,1.63,-1.04,0.455,0.588
Entpd5,Q6P6S9,4.27111520166973e-05,0.000112978305787469,1,1,TRUE,TRUE,TRUE,1.37,1.19,-0.852,0.516,0.336
Eps8,F1M3L7,0.00385068638679348,0.00174116995628314,1,1,TRUE,TRUE,TRUE,0.865,0.995,-0.62,0.245,0.375
Erlin2,B5DEH2,0.7351333389928,0.0110326174360668,1,1,FALSE,TRUE,TRUE,0.117,1.11,-0.409,-0.292,0.701
Ero1l,Q8R4A1,0.0159957894912254,0.00521669619389617,1,1,TRUE,TRUE,TRUE,0.974,1.22,-0.732,0.242,0.49
Esd,B0BNE5,0.121219898313332,0.117568415651978,1,1,TRUE,TRUE,TRUE,2.11,2.14,-1.42,0.696,0.721
Fabp5,P55053,0.114365247185236,0.00159624538080137,1,1,FALSE,TRUE,TRUE,0.251,0.67,-0.307,-0.0562,0.363
Faf1,Q924K2,0.0222711415025169,0.0179725589867621,1,1,TRUE,TRUE,TRUE,2.52,2.65,-1.72,0.799,0.926
Fam21,Q80X08,0.895248342499084,0.0391094916932218,1,1,FALSE,TRUE,TRUE,0.0512,0.933,-0.328,-0.277,0.605
Farsa,Q505J8,0.123106039406683,0.0789684356555207,1,1,TRUE,TRUE,TRUE,0.803,0.939,-0.581,0.222,0.358
Fasn,P12785,0.000706436273790611,0.00055542112051885,1,1,TRUE,TRUE,TRUE,1.08,1.12,-0.734,0.346,0.388
Fbxo6,Q923V4,0.159981204721369,0.168053720694184,1,1,TRUE,TRUE,TRUE,1.07,1.05,-0.707,0.365,0.342
Fdxr,P56522,0.0616263440009077,0.0811507125164456,1,1,TRUE,TRUE,TRUE,0.685,0.628,-0.438,0.247,0.191
Fkbp1a,Q62658,5.34643723430731e-08,7.07032486592608e-08,1,1,TRUE,TRUE,TRUE,3.34,3.22,-2.19,1.15,1.03
Fkbp4,Q9QVC8,0.016149031406349,0.00765767461014175,1,1,TRUE,TRUE,TRUE,1.2,1.4,-0.864,0.332,0.532
Flnc,D3ZHA0,0.0248134998537461,0.05081673128976,1,1,TRUE,TRUE,TRUE,0.723,0.601,-0.441,0.282,0.16
Fn1,P04937,0.000906646733402345,0.000108700776698862,1,1,TRUE,TRUE,TRUE,0.876,1.21,-0.697,0.179,0.517
Fnbp1,Q8R511,5.88110912429787e-07,5.40095864826563e-07,1,1,TRUE,TRUE,TRUE,3.28,3.31,-2.2,1.08,1.12
Fxr1,Q5XI81,0.000213154988420275,0.000101900916421989,1,1,TRUE,TRUE,TRUE,0.705,0.786,-0.497,0.208,0.289
Gars,Q5I0G4,0.658703289670801,0.0180888360537837,1,1,FALSE,TRUE,TRUE,0.111,0.724,-0.278,-0.167,0.446
Gclc,P19468,0.00917464909601628,0.000701878356646697,1,1,TRUE,TRUE,TRUE,2.67,4.21,-2.3,0.378,1.92
Gda,Q9WTT6,0.637520423615337,0.0682041628058515,1,1,FALSE,TRUE,TRUE,0.205,0.884,-0.363,-0.158,0.521
Gfm1,Q07803,0.171653405411814,0.0903719856564082,1,1,TRUE,TRUE,TRUE,0.606,0.778,-0.461,0.144,0.317
Gfpt2,Q4KMC4,0.069254219909977,0.000319939842875546,1,1,FALSE,TRUE,TRUE,0.3,0.876,-0.392,-0.0919,0.484
Ggt1,P07314,0.11530804319213,6.8912913003197e-05,1,1,FALSE,TRUE,TRUE,0.141,0.615,-0.252,-0.111,0.363
Gja1,P08050,0.178002048753008,4.4786738186131e-05,1,1,FALSE,TRUE,TRUE,0.137,0.76,-0.299,-0.162,0.461
Glrx3,Q9JLZ1,0.115372120332409,0.00311692740103643,1,1,FALSE,TRUE,TRUE,0.446,1.07,-0.504,-0.0577,0.561
Gls,P13264-2,1.67380967540225e-06,1.05102203978696e-06,1,1,TRUE,TRUE,TRUE,1.59,1.7,-1.1,0.497,0.6
Glud1,P10860,0.000258245667686853,0.00075146162691018,1,1,TRUE,TRUE,TRUE,1.51,1.28,-0.929,0.58,0.349
Gmps,Q4V7C6,3.19206420409098e-05,1.04266868949322e-05,1,1,TRUE,TRUE,TRUE,1.35,1.57,-0.973,0.372,0.601
Gnai2,P04897,0.273891718800047,0.00506168146375343,1,1,FALSE,TRUE,TRUE,0.408,1.34,-0.583,-0.176,0.759
Gnas,P63095,1.9268732744345e-11,1.48815682035308e-11,1,1,TRUE,TRUE,TRUE,5.99,6.2,-4.06,1.93,2.13
Gnl3,Q811S9,2.99625175481855e-09,1.86934704383835e-09,1,1,TRUE,TRUE,TRUE,2.25,2.4,-1.55,0.703,0.847
Gpc1,P35053,0.325617599144119,0.0140137005262272,1,1,FALSE,TRUE,TRUE,0.303,0.914,-0.406,-0.102,0.508
Gps1,P97834,0.944417693755,0.0178283562230747,1,1,FALSE,TRUE,TRUE,0.0315,1.31,-0.448,-0.417,0.865
Grb2,P62994,0.202865800410556,0.0175040749586003,1,1,FALSE,TRUE,TRUE,0.298,0.646,-0.315,-0.0164,0.331
Gsk3b,P18266,0.026980555264679,0.0207997201770676,1,1,TRUE,TRUE,TRUE,2.06,2.19,-1.42,0.644,0.774
Gstm1,P04905,0.0146380425558754,0.0148877428308681,1,1,TRUE,TRUE,TRUE,3.35,3.33,-2.23,1.12,1.11
Gsto1,Q9Z339,0.199652461523425,0.00317206781151534,1,1,FALSE,TRUE,TRUE,0.322,0.969,-0.43,-0.108,0.539
Gtf2i,Q5U2Y1,0.164438750584303,0.195810668373589,1,1,TRUE,TRUE,TRUE,1.52,1.4,-0.972,0.546,0.427
Hist1h1b,D3ZBN0,0.18314555595639,0.00151956859789125,1,1,FALSE,TRUE,TRUE,0.324,1.06,-0.462,-0.138,0.601
Hist1h1e,P15865,0.883741891884402,0.227294900783657,1,1,FALSE,TRUE,TRUE,0.08,0.694,-0.258,-0.178,0.436
Hnrnpa2b1,A7VJC2,0.360714967569783,0.0179504841269449,1,1,FALSE,TRUE,TRUE,0.203,0.626,-0.276,-0.0734,0.35
Hnrnpm,Q62826,0.000359561490879405,0.000148842590090105,1,1,TRUE,TRUE,TRUE,0.592,0.676,-0.423,0.169,0.254
Hnrnpu,Q6IMY8,0.0180937014673924,0.00978611471449477,1,1,FALSE,TRUE,TRUE,0.532,0.606,-0.38,0.153,0.227
Hp1bp3,Q6P747,0.208749137371097,0.0985683819677408,1,1,TRUE,TRUE,TRUE,1.61,2.2,-1.27,0.337,0.93
Hsd11b1,P16232,0.169398263393518,0.0117761669648814,1,1,FALSE,TRUE,TRUE,0.546,1.18,-0.576,-0.03,0.606
Hsd17b4,P97852,0.0236158297708592,0.0251052626528719,1,1,TRUE,TRUE,TRUE,2.8,2.76,-1.85,0.947,0.906
Hsp90ab1,P34058,0.154066056139692,0.0332305338679035,1,1,FALSE,TRUE,TRUE,0.365,0.598,-0.321,0.0441,0.277
Hspa1l,P55063,0.249695452881153,0.2416232430517,1,1,TRUE,TRUE,TRUE,1.82,1.85,-1.22,0.594,0.628
Hspa4,O88600,0.00696415387882162,0.00165491233773801,1,1,FALSE,TRUE,TRUE,0.58,0.752,-0.444,0.136,0.308
Hsph1,Q66HA8,0.00396496179593634,0.000617334940877563,1,1,FALSE,TRUE,TRUE,0.483,0.662,-0.382,0.101,0.28
Icam1,Q00238,0.0644113951111443,0.00174259780468803,1,1,FALSE,TRUE,TRUE,0.323,0.702,-0.342,-0.0187,0.36
Ikbip.1,Q5EAJ6-2,0.0322621319502573,0.0326674582921097,1,1,TRUE,TRUE,TRUE,3.43,3.42,-2.28,1.15,1.14
Ikbkap,Q8VHU4,0.185164080257753,0.1793542713441,1,1,TRUE,TRUE,TRUE,1.4,1.42,-0.939,0.459,0.48
Ilk,Q99J82,0.105469036897904,0.00161994379914575,1,1,FALSE,TRUE,TRUE,0.424,1.1,-0.507,-0.0831,0.59
Immt,Q3KR86,0.0259869734696097,0.0131401205690118,1,1,FALSE,TRUE,TRUE,0.518,0.604,-0.374,0.144,0.23
Inpp5a,D3ZZX1,1.23410155449082e-07,1.09060307092744e-07,1,1,TRUE,TRUE,TRUE,2.96,3.01,-1.99,0.972,1.02
Itpa,D3ZW55,8.43783713360782e-08,6.62503925284126e-08,1,1,TRUE,TRUE,TRUE,1.72,1.77,-1.16,0.553,0.609
Kank2,D3ZD05,0.200790227878949,0.00346094276270847,1,1,TRUE,TRUE,TRUE,1.63,4.84,-2.16,-0.528,2.68
Klc1,P37285,0.00070399344507974,0.00049161265246117,1,1,TRUE,TRUE,TRUE,1.14,1.21,-0.783,0.358,0.425
Lamb2,P15800,0.240969161907762,0.428562925889102,1,1,TRUE,TRUE,TRUE,0.981,0.645,-0.542,0.439,0.103
Lbr,O08984,0.508945732423098,0.177446755895288,1,1,FALSE,TRUE,TRUE,0.281,-0.602,0.107,0.388,-0.495
Ldlr,P35952,0.0231597649510454,0.00818547288683662,1,1,TRUE,TRUE,TRUE,1.2,1.5,-0.897,0.299,0.598
Lgals3,P08699,0.0203959256688385,0.0113214087053692,1,1,TRUE,TRUE,TRUE,3.52,4,-2.51,1.01,1.49
Lin7c,Q792I0,0.0763282380272271,0.00137924355503031,1,1,TRUE,TRUE,TRUE,1.07,2.54,-1.2,-0.136,1.34
Lman1,Q62902,0.0104075902129832,0.00858088824834964,1,1,TRUE,TRUE,TRUE,1.75,1.82,-1.19,0.559,0.628
Lrpap1,Q99068,0.169154707250812,0.423213600838803,1,1,TRUE,FALSE,TRUE,0.683,0.38,-0.354,0.328,0.0261
Lxn,Q64361,0.234270891639109,0.00378012291042679,1,1,TRUE,TRUE,TRUE,1.25,3.97,-1.74,-0.489,2.23
Magoh,Q27W02,0.227357620800082,0.216245722883898,1,1,TRUE,TRUE,TRUE,1.82,1.87,-1.23,0.591,0.64
Map2k2,P36506,0.0152902204051272,0.0138338201575384,1,1,TRUE,TRUE,TRUE,2.49,2.54,-1.68,0.812,0.866
Mapre1,Q66HR2,7.88857360532303e-07,4.10372453907909e-07,1,1,TRUE,TRUE,TRUE,1.3,1.42,-0.906,0.393,0.512
Mdh2,P04636,0.00728122887365854,0.00326928335035619,1,1,TRUE,TRUE,TRUE,0.764,0.887,-0.55,0.214,0.337
Mllt4,O35889,0.0818380040082478,0.001031203489757,1,1,TRUE,TRUE,TRUE,1.22,3.12,-1.45,-0.227,1.67
Mmp14,Q10739,0.000493197772478347,0.00052277566309903,1,1,TRUE,TRUE,TRUE,0.874,0.866,-0.58,0.294,0.286
Mogs,O88941,0.0395851514536818,0.00673865661801807,1,1,TRUE,TRUE,TRUE,0.702,1.04,-0.581,0.121,0.46
Mtco1,P05503,0.154967254280529,0.119800212240947,1,1,TRUE,TRUE,TRUE,0.987,1.09,-0.694,0.293,0.401
Mtdh,Q9Z1W6,0.0253880460111179,0.0220002008050829,1,1,TRUE,TRUE,TRUE,1.35,1.39,-0.913,0.434,0.48
Mtor,P42346,0.79691149968268,0.0125306573491243,1,1,FALSE,TRUE,TRUE,0.0966,1.17,-0.424,-0.327,0.751
Mxra8,Q5XI43,0.23601675445741,0.295964873194597,1,1,TRUE,TRUE,TRUE,0.805,0.702,-0.503,0.303,0.2
Myo1b,Q05096,0.0879780283298779,0.000998695300785639,1,1,TRUE,TRUE,TRUE,1.77,4.66,-2.14,-0.373,2.52
Myo1e,Q63356,0.0231664859966596,0.0234424523128418,1,1,TRUE,TRUE,TRUE,1.61,1.61,-1.07,0.539,0.534
Naa35,Q6DKG0,0.0362632548336055,0.0228169224104283,1,1,TRUE,TRUE,TRUE,2.7,3.03,-1.91,0.792,1.12
Nagk,P81799,0.742984623359782,0.0205531902449223,1,1,FALSE,TRUE,TRUE,0.0759,0.649,-0.242,-0.166,0.407
Nf1,P97526,1.31357636064685e-10,1.10510269303991e-10,1,1,TRUE,TRUE,TRUE,7.89,8.07,-5.32,2.57,2.75
Nhp2l1,P55770,0.190540469791813,0.00418393548608474,1,1,FALSE,TRUE,TRUE,0.281,0.787,-0.356,-0.0749,0.431
Nit1,Q7TQ94-2,0.0288108494716793,0.0175336231083684,1,1,TRUE,TRUE,TRUE,3.2,3.59,-2.26,0.935,1.33
Nploc4,Q9ES54,0.0292046416130875,0.0228263329107654,1,1,TRUE,TRUE,TRUE,1.26,1.34,-0.867,0.395,0.472
Nqo1,P05982,0.752566250864557,0.0692646720915913,1,1,FALSE,TRUE,TRUE,0.151,0.975,-0.375,-0.224,0.6
Nradd,Q8K5A9,0.03382498645542,0.0321653520125237,1,1,TRUE,TRUE,TRUE,0.64,0.649,-0.43,0.211,0.219
Nrd1,P47245,0.000566564148233477,7.47588328727164e-05,1,1,FALSE,TRUE,TRUE,0.462,0.627,-0.363,0.0989,0.264
Nudt3,Q566C7,0.0221495256764987,0.0181913897790529,1,1,TRUE,TRUE,TRUE,2.02,2.11,-1.37,0.641,0.734
Nup35,Q68FY1,0.114800568290531,0.000919912743123507,1,1,TRUE,TRUE,TRUE,1.53,4.49,-2.01,-0.475,2.48
Nup62,P17955,1.57567105038435e-11,1.09660498609519e-11,1,1,TRUE,TRUE,TRUE,4.74,4.97,-3.24,1.5,1.73
Nup93,Q66HC5,0.0245701795052341,0.0130054173679685,1,1,TRUE,TRUE,TRUE,1.22,1.41,-0.876,0.344,0.531
Ogfr,Q9QXY4,0.204733934389549,0.19183282015513,1,1,TRUE,TRUE,TRUE,1.11,1.15,-0.753,0.358,0.394
Ogt,P56558,0.0051178614084958,0.00432151471029083,1,1,TRUE,TRUE,TRUE,2.84,2.93,-1.92,0.916,1.01
P0DP31,P0DP31,0.111837563089049,0.223976376623878,1,1,TRUE,TRUE,TRUE,0.834,0.614,-0.483,0.351,0.131
P4hb,P04785,0.021653378519533,0.0204582890806983,1,1,TRUE,TRUE,TRUE,0.643,0.651,-0.431,0.211,0.22
P56571,P56571,0.023474123750291,0.0239317332251445,1,1,TRUE,TRUE,TRUE,3.03,3.02,-2.02,1.02,1
Pafah1b1,P63004,7.59062954940404e-06,4.88445442088494e-06,1,1,TRUE,TRUE,TRUE,1.44,1.53,-0.991,0.45,0.541
Pak2,Q64303,0.278567806154708,0.00389549790156631,1,1,FALSE,TRUE,TRUE,0.405,1.41,-0.606,-0.201,0.807
Parp1,P27008,0.0498433774955298,0.03438234214604,1,1,TRUE,TRUE,TRUE,0.675,0.746,-0.474,0.202,0.272
Pcolce,O08628,3.80527292570978e-11,4.54423300665933e-11,1,1,TRUE,TRUE,TRUE,5.57,5.44,-3.67,1.9,1.77
