"","ID_uniprot","GeneID_entrez"
"878","Q9BXW7",27440
"1508","Q9BXW9",2177
"2218","Q9BXY0",84549
"2022","Q9BY32",3704
"3455","Q9BY42",51507
"1330","Q9BY44",83939
"2961","Q9BY77",84271
"2061","Q9BY89",85379
"1678","Q9BYB4",54584
"1583","Q9BYC5",2530
"2374","Q9BYC8",64983
"2367","Q9BYC9",55052
"2362","Q9BYD1",28998
"2395","Q9BYD2",65005
"2380","Q9BYD3",51073
"2359","Q9BYD6",65008
"2590","Q9BYG3",84365
"1483","Q9BYI3",84668
"1804","Q9BYK8",85441
"3266","Q9BYM8",10616
"3771","Q9BYN0",140809
"2405","Q9BYN8",64949
"2601","Q9BYT8",57486
"886","Q9BYV8",95681
"3886","Q9BYX2",55357
"1257","Q9BZ29",23348
"1573","Q9BZ67",83786
"2377","Q9BZE1",51253
"1765","Q9BZE4",23560
"24","Q9BZE9",79058
"2738","Q9BZF1",114882
"4148","Q9BZF9",55075
"3209","Q9BZG1",83871
"4319","Q9BZH6",55717
"1047","Q9BZJ0",51340
"3895","Q9BZK7",79718
"1306","Q9BZQ6",80267
"4194","Q9BZV1",80700
"4198","Q9BZX2",7371
"522","Q9BZZ5",8539
"1267","Q9C005",84661
"1577","Q9C0B1",79068
"4008","Q9C0C2",85456
"4171","Q9C0C9",63893
"3873","Q9C0D5",85461
"1410","Q9C0D9",85465
"2161","Q9C0E8",80856
"887","Q9C0F1",80817
"4320","Q9GZL7",55759
"4366","Q9GZM5",25844
"3","Q9GZN1",64431
"741","Q9GZN8",54976
"1974","Q9GZP8",64073
"1187","Q9GZP9",51009
"127","Q9GZQ8",81631
"3304","Q9GZR2",57109
"1158","Q9GZR7",57062
"2967","Q9GZS1",64425
"4333","Q9GZS3",80349
"3640","Q9GZT3",81892
"248","Q9GZT4",63826
"2589","Q9GZT8",60491
"132","Q9GZU1",57192
"1490","Q9GZU8",80011
"2301","Q9GZY8",56947
"2488","Q9GZZ1",80218
"4153","Q9GZZ9",79876
"2141","Q9H008",64077
"3976","Q9H061",84233
"2770","Q9H074",10605
"946","Q9H078",81570
"2185","Q9H089",55341
"1479","Q9H098",83641
"2505","Q9H0A0",55226
"993","Q9H0A8",54939
"2078","Q9H0B6",64837
"33","Q9H0C5",53339
"115","Q9H0C8",80895
"4357","Q9H0D6",22803
"4013","Q9H0E2",54472
"3230","Q9H0H5",29127
"2797","Q9H0N5",84105
"2661","Q9H0P0",51251
"1793","Q9H0R4",84064
"1167","Q9H0S4",51202
"2217","Q9H0U3",84061
"3201","Q9H0U4",81876
"4100","Q9H0U9",7259
"3980","Q9H0V1",64418
"2153","Q9H0V9",81562
"724","Q9H0W9",28970
"73","Q9H147",116092
"238","Q9H173",64374
"475","Q9H1A4",64682
"1999","Q9H1B7",64207
"586","Q9H1I8",84164
"2004","Q9H1K1",23479
"2736","Q9H1P3",9885
"4321","Q9H1Z4",64743
"1324","Q9H223",30844
"4296","Q9H267",26276
"4289","Q9H269",64601
"4286","Q9H270",55823
"3578","Q9H299",83442
"3614","Q9H2D1",81034
"4071","Q9H2D6",11078
"3641","Q9H2G2",9748
"3003","Q9H2H8",53938
"2822","Q9H2J4",79031
"3875","Q9H2K8",51347
"3213","Q9H2M9",25782
"1261","Q9H2P9",51611
"1206","Q9H2U1",170506
"2986","Q9H2U2",27068
"2386","Q9H2W6",26589
"173","Q9H300",55486
"2948","Q9H307",5411
"1569","Q9H334",27086
"96","Q9H3C7",79893
"725","Q9H3H3",83638
"1644","Q9H3K2",27069
"701","Q9H3K6",552900
"4140","Q9H3M7",10628
"4000","Q9H3N1",81542
"2569","Q9H3P2",7469
"356","Q9H3P7",64746
"882","Q9H3R5",64946
"3162","Q9H3S7",25930
"4215","Q9H3U1",55898
"1276","Q9H410",79980
"909","Q9H444",128866
"3463","Q9H446",51389
"2953","Q9H488",23509
"4342","Q9H4A3",65125
"3338","Q9H4A4",6051
"1701","Q9H4A6",64083
"170","Q9H4B0",64172
"1181","Q9H4E7",50619
"1394","Q9H4G0",2036
"269","Q9H4I3",80305
"3665","Q9H4I9",91689
"3538","Q9H4L4",26168
"2737","Q9H4L5",26031
"3650","Q9H4L7",56916
"1322","Q9H4M9",10938
"1433","Q9H501",51575
"466","Q9H553",85365
"1796","Q9H583",55127
"3224","Q9H5N1",79874
"3920","Q9H5Q4",64216
"860","Q9H5V8",64866
"1103","Q9H5V9",63932
"2715","Q9H668",79991
"802","Q9H6E4",79879
"4131","Q9H6E5",64852
"810","Q9H6F5",79080
"2621","Q9H6R4",65083
"1409","Q9H6S3",64787
"3346","Q9H6T3",79657
"2611","Q9H6W3",79697
"4331","Q9H6Y2",54853
"3247","Q9H6Z4",8498
"1140","Q9H773",79077
"3576","Q9H788",63898
"3348","Q9H7B2",84154
"4322","Q9H7D7",80232
"3829","Q9H7L9",64426
"3487","Q9H7N4",58506
"166","Q9H7Z3",55051
"3151","Q9H7Z7",80142
"4177","Q9H832",65264
"349","Q9H845",28976
"2663","Q9H857",64943
"2618","Q9H8H0",25926
"1160","Q9H8H2",64794
"2299","Q9H8H3",25840
"2335","Q9H8S9",55233
"1703","Q9H8Y8",26003
"1861","Q9H910",90861
"3611","Q9H936",79751
"3191","Q9H974",79691
"573","Q9H993",79624
"57","Q9H9A5",25904
"2175","Q9H9A6",55631
"3571","Q9H9B4",94081
"412","Q9H9G7",192669
"4298","Q9H9H4",79720
"2385","Q9H9J2",65080
"2006","Q9H9L3",81875
"2098","Q9H9P8",79944
"1007","Q9H9Q2",64708
"1372","Q9H9T3",55140
"2965","Q9H9Y6",84172
"2990","Q9HAB8",79717
"294","Q9HAD4",55255
"2278","Q9HAF1",64769
"164","Q9HAN9",64802
"2927","Q9HAU0",54477
"4218","Q9HAU5",26019
"4349","Q9HAV4",57510
"1730","Q9HAV7",80273
"727","Q9HB07",60314
"3499","Q9HB40",59342
"755","Q9HB71",27101
"220","Q9HB90",64121
"3316","Q9HBH0",54509
"2825","Q9HBH1",64146
"66","Q9HBI6",57834
"584","Q9HBK9",57412
"244","Q9HBM1",57405
"1442","Q9HBU6",55500
"3978","Q9HC07",55858
"3609","Q9HC21",60386
"1383","Q9HC35",27436
"215","Q9HC36",55178
"1655","Q9HC38",51031
"2261","Q9HCC0",64087
"2522","Q9HCD5",57727
"3874","Q9HCD6",26115
"1396","Q9HCE0",57724
"2344","Q9HCE1",4343
"310","Q9HCE3",55205
"2297","Q9HCE5",57721
"1098","Q9HCG8",57703
"904","Q9HCK8",57680
"84","Q9HCM4",57669
"3508","Q9HCN8",23753
"1058","Q9HCP0",53944
"4345","Q9HCS7",56949
"3052","Q9HCU5",10113
"3467","Q9HCY8",57402
"617","Q9HD20",57130
"1702","Q9HD26",57120
"2387","Q9HD33",57129
"3961","Q9HD45",56889
"299","Q9HD64",653067
"524","Q9HDC9",57136
"4143","Q9NNW7",10587
"325","Q9NP58",10058
"541","Q9NP61",26286
"1851","Q9NP66",10363
"3199","Q9NP72",22931
"465","Q9NP73",79868
"3782","Q9NP77",29101
"4308","Q9NP79",51534
"3481","Q9NP81",54938
"2408","Q9NP92",10884
"1292","Q9NP97",83658
"1379","Q9NPA0",56851
"1391","Q9NPA8",56943
"3484","Q9NPB0",55776
"1459","Q9NPD3",54512
"4173","Q9NPD8",29089
"2629","Q9NPE3",55505
"2740","Q9NPF4",55644
"1226","Q9NPF5",55929
"368","Q9NPH0",51205
"117","Q9NPH2",51477
"710","Q9NPI1",29117
"1132","Q9NPI6",55802
"363","Q9NPJ3",55856
"2290","Q9NPJ6",29079
"2602","Q9NPP4",58484
"3319","Q9NPQ8",60626
"3537","Q9NPR2",10509
"101","Q9NPR9",56927
"2208","Q9NQ48",54585
"2381","Q9NQ50",64976
"2987","Q9NQ55",56342
"3941","Q9NQ88",57103
"3458","Q9NQC3",57142
"3399","Q9NQG5",58490
"4347","Q9NQH7",63929
"2859","Q9NQP4",5203
"2596","Q9NQR4",56954
"658","Q9NQS1",57099
"1460","Q9NQT4",56915
"1458","Q9NQT5",51010
"119","Q9NQT8",23303
"488","Q9NQW6",54443
"4346","Q9NQW7",7511
"100","Q9NQX3",10243
"694","Q9NR09",57448
"2838","Q9NR12",9260
"1211","Q9NR28",56616
"1156","Q9NR30",9188
"3478","Q9NR31",56681
"2498","Q9NR45",54187
"3582","Q9NR46",56904
"1335","Q9NR50",8891
"2256","Q9NR56",4154
"1080","Q9NRF8",56474
"2963","Q9NRF9",54107
"53","Q9NRG0",54108
"3092","Q9NRG1",56952
"231","Q9NRG7",56948
"314","Q9NRG9",8086
"4359","Q9NRH1",57002
"324","Q9NRK6",23456
"671","Q9NRL2",11177
"3814","Q9NRL3",29888
"321","Q9NRN7",60496
"2741","Q9NRP0",58505
"4186","Q9NRR5",56893
"3702","Q9NRS6",29907
"1798","Q9NRV9",50865
"526","Q9NRW3",27350
"4300","Q9NRW7",11311
"2894","Q9NRX4",29085
"1481","Q9NRY5",10827
"1802","Q9NRZ9",3070
"4018","Q9NS69",56993
"2112","Q9NS86",55915
"2065","Q9NS87",56992
"1882","Q9NSB8",9455
"1883","Q9NSC5",9454
"1512","Q9NSD9",10056
"1933","Q9NSE4",55699
"883","Q9NSP4",79019
"698","Q9NSY1",55589
"604","Q9NT62",64422
"2842","Q9NTI5",23047
"3661","Q9NTJ3",10051
"3470","Q9NTJ5",22908
"2725","Q9NTK5",29789
"1095","Q9NTM9",51076
"1299","Q9NTX5",55862
"3267","Q9NTZ6",10137
"2275","Q9NU22",23195
"1180","Q9NUI1",26063
"334","Q9NUJ1",55347
"736","Q9NUL5",55337
"68","Q9NUL7",55794
"3973","Q9NUM4",54664
"2147","Q9NUP9",55327
"3726","Q9NUQ6",26010
"4205","Q9NUQ7",55325
"333","Q9NUQ8",55324
"1496","Q9NUQ9",51571
"1153","Q9NUU7",55308
"3908","Q9NUW8",55775
"2982","Q9NUX5",25913
"3887","Q9NUY8",55773
"1127","Q9NV06",25879
"1968","Q9NV31",55272
"2357","Q9NV56",55257
"4145","Q9NV66",55253
"1446","Q9NV70",55763
"4220","Q9NVA1",55245
"3543","Q9NVA2",55752
"2286","Q9NVC6",9440
"2789","Q9NVD7",55742
"2778","Q9NVE7",55229
"3884","Q9NVG8",54662
"1445","Q9NVH0",55218
"1240","Q9NVH1",55735
"1986","Q9NVH2",25896
"1509","Q9NVI1",55215
"599","Q9NVI7",55210
"569","Q9NVJ2",55207
"1243","Q9NVM6",55192
"596","Q9NVM9",55726
"1688","Q9NVN8",54552
"1152","Q9NVP1",8886
"588","Q9NVP2",55723
"1981","Q9NVR2",55174
"2951","Q9NVS9",55163
"570","Q9NVT9",55156
"2975","Q9NVU0",55718
"229","Q9NVU7",55153
"1783","Q9NVX0",55142
"2600","Q9NVX2",54475
"2563","Q9NVZ3",55707
"3277","Q9NW13",55131
"489","Q9NW15",55129
"3274","Q9NW64",55696
"635","Q9NW81",55101
"295","Q9NW82",55100
"3642","Q9NWH9",79811
"797","Q9NWR8",55013
"2903","Q9NWS0",55011
"2773","Q9NWT1",55003
"2747","Q9NWU1",54995
"1645","Q9NWU2",54994
"738","Q9NWV4",54987
"23","Q9NWX5",140459
"745","Q9NWY4",54969
"1996","Q9NWZ3",51135
"4199","Q9NWZ5",54963
"3511","Q9NX18",54949
"2364","Q9NX20",54948
"2587","Q9NX24",55651
"2717","Q9NX40",54940
"401","Q9NX46",54936
"1930","Q9NX55",25764
"2202","Q9NX58",55646
"263","Q9NX61",54929
"1971","Q9NX62",54928
"899","Q9NX63",54927
"2321","Q9NXC5",54468
"3674","Q9NXE4",55627
"3915","Q9NXF1",54881
"3938","Q9NXG2",55623
"2757","Q9NXG6",54681
"4029","Q9NXH8",54863
"4078","Q9NXH9",55621
"1522","Q9NXK8",54850
"711","Q9NXR7",9577
"2042","Q9NXV2",54442
"46","Q9NXV6",55602
"1235","Q9NXW2",54788
"469","Q9NXW9",54784
"1612","Q9NY12",54433
"3036","Q9NY27",151987
"1264","Q9NY33",10072
"322","Q9NY61",26574
"1175","Q9NY93",54606
"3913","Q9NYB0",54386
"685","Q9NYF8",9774
"4259","Q9NYH9",55813
"978","Q9NYJ1",51287
"2379","Q9NYK5",54148
"4378","Q9NYL2",51776
"1544","Q9NYL4",51303
"3994","Q9NYL9",29766
"689","Q9NYM9",51272
"2926","Q9NYT0",26499
"4207","Q9NYU2",56886
"865","Q9NYV4",51755
"1514","Q9NYY8",22868
"3910","Q9NZ01",9524
"1412","Q9NZ08",51752
"282","Q9NZ09",51271
"382","Q9NZ32",55860
"922","Q9NZ45",55847
"1638","Q9NZ52",23163
"940","Q9NZA1",53405
"1482","Q9NZB2",23196
"3651","Q9NZC9",50485
"1660","Q9NZD2",51228
"3732","Q9NZD8",51324
"2376","Q9NZE8",51318
"4183","Q9NZI7",7342
"2429","Q9NZJ7",23787
"2682","Q9NZJ9",11163
"1919","Q9NZL4",23640
"2251","Q9NZL9",27430
"2480","Q9NZM1",26509
"2026","Q9NZM3",50618
"1661","Q9NZM5",29997
"1323","Q9NZN4",30846
"19","Q9NZN5",23365
"970","Q9NZN8",4848
"2519","Q9NZQ3",51517
"834","Q9NZQ7",29126
"2723","Q9NZT2",11054
"2154","Q9NZU5",29995
"2351","Q9NZW5",51678
"910","Q9NZZ3",51510
"995","Q9P000",29099
"1097","Q9P013",51503
"2363","Q9P015",29088
"3939","Q9P016",29087
"162","Q9P032",29078
"1775","Q9P035",51495
"1377","Q9P0I2",55831
"2533","Q9P0J0",51079
"2839","Q9P0J1",54704
"205","Q9P0K7",26064
"4267","Q9P0L0",9218
"148","Q9P0M9",51264
"747","Q9P0P8",51250
"1735","Q9P0R6",51527
"4021","Q9P0U1",54543
"234","Q9P0V3",23677
"3542","Q9P0V9",151011
"1667","Q9P107",51291
"2","Q9P1F3",58527
"387","Q9P1U1",57180
"2058","Q9P206",57648
"4290","Q9P253",57617
"3290","Q9P258",55920
"118","Q9P260",57614
"1217","Q9P265",57609
"679","Q9P287",56647
"3801","Q9P289",51765
"3153","Q9P2B2",5738
"1934","Q9P2D0",25998
"4216","Q9P2D8",57578
"312","Q9P2E3",57169
"3437","Q9P2E9",6238
"1033","Q9P2I0",53981
"2118","Q9P2J5",51520
"1332","Q9P2K8",440275
"4324","Q9P2L0",57539
"894","Q9P2M7",57530
"3276","Q9P2N5",54439
"478","Q9P2R3",51479
"3826","Q9P2R7",8803
"651","Q9UBB4",25814
"2515","Q9UBB6",23154
"1407","Q9UBC2",58513
"2729","Q9UBD5",23595
"3471","Q9UBE0",10055
"1001","Q9UBF2",26958
"2355","Q9UBG0",9902
"4352","Q9UBH6",9213
"60","Q9UBI1",23412
"1683","Q9UBI6",55970
"4262","Q9UBK9",8409
"589","Q9UBL3",9070
"1192","Q9UBM7",1717
"1789","Q9UBN7",10013
"3723","Q9UBP0",6683
"137","Q9UBP6",4234
"4294","Q9UBQ0",51699
"1351","Q9UBQ5",27335
"1727","Q9UBQ7",9380
"1085","Q9UBR2",1522
"3429","Q9UBS0",6199
"1234","Q9UBS4",51726
"4151","Q9UBT2",10054
"1075","Q9UBT7",8727
"2342","Q9UBU8",10933
"2709","Q9UBU9",10482
"3535","Q9UBV2",6400
"178","Q9UBV8",553115
"308","Q9UBW7",7750
"1006","Q9UBW8",50813
"3605","Q9UBX3",1468
"943","Q9UDT6",7461
"4222","Q9UDW1",29796
"3519","Q9UDX3",284904
"2433","Q9UDX5",51537
"3952","Q9UDY2",9414
"1237","Q9UDY4",11080
"4309","Q9UEU0",10490
"3804","Q9UEW8",27347
"395","Q9UEY8",120
"2184","Q9UFC0",222229
"35","Q9UFG5",148223
"331","Q9UG63",10061
"3914","Q9UGI8",26136
"3060","Q9UGJ0",51422
"4127","Q9UGJ1",27229
"3533","Q9UGP8",11231
"1858","Q9UGU5",10042
"2529","Q9UGV2",57446
"2619","Q9UGY1",79159
"3545","Q9UH03",55964
"16","Q9UH17",9582
"3835","Q9UH99",25777
"3450","Q9UHA3",51187
"2109","Q9UHA4",8649
"2527","Q9UHB4",27158
"2144","Q9UHB6",51474
"3753","Q9UHB9",6730
"913","Q9UHD1",26973
"3549","Q9UHD8",10801
"4185","Q9UHD9",29978
"2811","Q9UHG3",51449
"1155","Q9UHI6",11218
"3589","Q9UHJ6",23729
"4243","Q9UHP3",29761
"675","Q9UHQ4",55973
"1106","Q9UHQ9",51706
"667","Q9UHR4",55971
"3477","Q9UHR5",29115
"313","Q9UHR6",741
"2283","Q9UHV7",9969
"2858","Q9UHV9",5202
"3168","Q9UHX1",22827
"2650","Q9UHY1",29959
"1389","Q9UHY7",58478
"2532","Q9UI09",55967
"1336","Q9UI10",8890
"645","Q9UI12",51606
"3222","Q9UI14",10567
"3870","Q9UI15",29114
"1987","Q9UI26",51194
"4080","Q9UI30",51504
"4350","Q9UIA9",23039
"4303","Q9UID3",738
"672","Q9UIG0",9031
"434","Q9UIJ7",50808
"2162","Q9UIQ6",4012
"2254","Q9UIS9",4152
"972","Q9UIV1",29883
"2938","Q9UIW2",5361
"2495","Q9UJ70",55577
"4084","Q9UJA5",51605
"1884","Q9UJC3",51361
"3260","Q9UJF2",9462
"275","Q9UJK0",115939
"1431","Q9UJM3",54206
"3608","Q9UJS0",10165
"1125","Q9UJU6",28988
"1164","Q9UJV9",51428
"1138","Q9UJW0",51164
"849","Q9UJX2",8697
"477","Q9UJX3",51434
"476","Q9UJX5",29945
"3808","Q9UJZ1",30968
"1524","Q9UK22",26232
"2193","Q9UK45",51690
"820","Q9UK58",57018
"1126","Q9UK59",51163
"1491","Q9UK61",23272
"1860","Q9UK76",51155
"3143","Q9UKA9",58155
"2415","Q9UKD2",51154
"4007","Q9UKE5",23043
"1034","Q9UKF6",51692
"530","Q9UKG1",26060
"1048","Q9UKG9",54677
"1708","Q9UKJ3",23131
"2787","Q9UKK3",143
"2711","Q9UKK6",29107
"2683","Q9UKK9",11164
"3294","Q9UKL0",23186
"2220","Q9UKM7",11253
"3243","Q9UKM9",22913
"1761","Q9UKN8",9329
"2764","Q9UKS6",29763
"348","Q9UKU7",27034
"358","Q9UKV3",22985
"474","Q9UKV5",267
"411","Q9UKV8",27161
"2699","Q9UKX7",10762
"4394","Q9UKY1",11244
"876","Q9UKY7",55573
"969","Q9UKZ1",55571
"1985","Q9UL03",26512
"664","Q9UL15",9529
"3202","Q9UL25",23011
"4058","Q9UL33",51693
"3133","Q9UL46",5721
"2325","Q9UL63",4289
"3203","Q9ULC3",51715
"2270","Q9ULC4",28985
"375","Q9ULC5",51703
"2446","Q9ULD2",57509
"3629","Q9ULF5",57181
"1976","Q9ULG1",54617
"585","Q9ULH1",50807
"2288","Q9ULK4",9439
"257","Q9ULP9",57465
"3811","Q9ULQ0",57464
"2011","Q9ULR0",57461
"3010","Q9ULR3",57460
"1800","Q9ULT8",25831
"4398","Q9ULU4",23613
"156","Q9ULV0",4645
"1012","Q9ULV4",23603
"4047","Q9ULW0",22974
"343","Q9ULW3",29777
"2613","Q9ULX3",28987
"442","Q9ULX6",26993
"3964","Q9UM00",54499
"85","Q9UM22",54749
"2478","Q9UM54",4646
"1154","Q9UMR2",11269
"3076","Q9UMS4",27339
"4184","Q9UMX0",29979
"2573","Q9UMX5",29937
"2622","Q9UMY1",51406
"3701","Q9UMY4",29934
"3852","Q9UMZ2",11276
"4301","Q9UN37",27183
"1590","Q9UN86",9908
"3817","Q9UNE7",10273
"2763","Q9UNF0",11252
"2215","Q9UNF1",10916
"3709","Q9UNH7",58533
"249","Q9UNK0",9482
"3778","Q9UNL2",6747
"3122","Q9UNM6",5719
"1475","Q9UNN5",11124
"3074","Q9UNN8",10544
"2997","Q9UNP9",10450
"1216","Q9UNQ2",27292
"3942","Q9UNS1",8914
"1003","Q9UNS2",8533
"2320","Q9UNW1",9562
"4323","Q9UNX4",10885
"278","Q9UNY4",8458
"2656","Q9UNZ2",55968
"59","Q9UP83",10466
"32","Q9UPA5",8927
"2211","Q9UPN3",23499
"224","Q9UPN6",22828
"3039","Q9UPN7",22870
"4068","Q9UPN9",51592
"2145","Q9UPQ0",22998
"3669","Q9UPR3",23381
"3556","Q9UPS6",23067
"4385","Q9UPT8",23211
"4242","Q9UPU5",23358
"1214","Q9UPY3",23405
"237","Q9UQ13",8036
"3760","Q9UQ35",23524
"2758","Q9UQ80",5036
"3733","Q9UQ90",6687
"666","Q9UQB8",10458
"3660","Q9UQE7",9126
"2591","Q9Y221",51388
"1681","Q9Y223",10020
"731","Q9Y224",51637
"3462","Q9Y230",10856
"1812","Q9Y241",25994
"1647","Q9Y248",51659
"212","Q9Y256",9986
"1352","Q9Y262",51386
"185","Q9Y263",9373
"3461","Q9Y265",8607
"2674","Q9Y266",10726
"687","Q9Y276",617
"4279","Q9Y277",7419
"893","Q9Y281",1073
"1421","Q9Y282",51614
"1511","Q9Y285",2193
"2410","Q9Y291",51650
"1272","Q9Y295",4733
"4060","Q9Y296",51399
"2518","Q9Y2A7",10787
"974","Q9Y2B0",10330
"1454","Q9Y2C4",9941
"1452","Q9Y2D4",23233
"440","Q9Y2D5",445815
"615","Q9Y2G3",23200
"1242","Q9Y2G8",23341
"2595","Q9Y2I1",11188
"2045","Q9Y2K7",22992
"1218","Q9Y2L1",22894
"1741","Q9Y2Q3",373156
"2108","Q9Y2Q5",28956
"2407","Q9Y2Q9",28957
"977","Q9Y2R0",28958
"1172","Q9Y2R4",11056
"2399","Q9Y2R5",51373
"2414","Q9Y2R9",51081
"2960","Q9Y2S7",26073
"517","Q9Y2T2",26985
"302","Q9Y2T7",51087
"2129","Q9Y2U8",23592
"38","Q9Y2V2",23589
"3937","Q9Y2W1",9967
"134","Q9Y2X0",10025
"2634","Q9Y2X3",51602
"4402","Q9Y2X9",23528
"563","Q9Y2Y0",23568
"3831","Q9Y2Z0",10910
"4362","Q9Y2Z4",51067
"11","Q9Y303",51005
"365","Q9Y305",23597
"319","Q9Y312",25980
"2636","Q9Y314",51070
"1186","Q9Y315",51071
"2292","Q9Y316",51072
"4001","Q9Y320",51075
"2190","Q9Y333",57819
"3581","Q9Y371",51100
"2541","Q9Y375",51103
"753","Q9Y376",51719
"2199","Q9Y383",51631
"1199","Q9Y394",51635
"4253","Q9Y3A2",51118
"2336","Q9Y3A3",25843
"3444","Q9Y3A4",27341
"3485","Q9Y3A5",51119
"261","Q9Y3A6",50999
"1455","Q9Y3B2",51013
"3970","Q9Y3B3",51014
"3566","Q9Y3B4",51639
"2360","Q9Y3B7",65003
"3303","Q9Y3B8",25996
"3442","Q9Y3B9",51018
"807","Q9Y3C0",51019
"2631","Q9Y3C1",51491
"4045","Q9Y3C4",51002
"3001","Q9Y3C6",51645
"4201","Q9Y3C8",51506
"1504","Q9Y3D0",51647
"1542","Q9Y3D6",51024
"2777","Q9Y3D7",51025
"436","Q9Y3D8",102157402
"2403","Q9Y3D9",51649
"700","Q9Y3E2",51027
"3167","Q9Y3E5",51651
"52","Q9Y3E7",51652
"3809","Q9Y3F4",11171
"3454","Q9Y3I0",51493
"1527","Q9Y3I1",25793
"3579","Q9Y3L3",23616
"206","Q9Y3L5",57826
"3225","Q9Y3P9",23637
"4092","Q9Y3Q8",81628
"2614","Q9Y3T9",26155
"3379","Q9Y3U8",25873
"3475","Q9Y3Z3",25939
"2919","Q9Y446",11187
"2083","Q9Y448",90417
"1785","Q9Y450",10767
"1227","Q9Y485",1657
"3957","Q9Y490",7094
"4090","Q9Y4A5",8295
"3235","Q9Y4B4",23132
"4285","Q9Y4B6",9730
"3899","Q9Y4C2",9747
"3273","Q9Y4C8",9904
"4239","Q9Y4E8",9958
"3958","Q9Y4G6",83660
"207","Q9Y4G8",9693
"2477","Q9Y4I1",4644
"2440","Q9Y4I5",9633
"428","Q9Y4K1",202
"2233","Q9Y4K4",11183
"1929","Q9Y4L1",10525
"605","Q9Y4P1",23192
"3896","Q9Y4P3",26608
"4340","Q9Y4P8",26100
"3912","Q9Y4R8",9894
"2120","Q9Y4W2",81887
"406","Q9Y4W6",10939
"559","Q9Y4X5",25820
"2191","Q9Y4Y9",23658
"3329","Q9Y508",55905
"3476","Q9Y512",25813
"1917","Q9Y547",51668
"3011","Q9Y570",51400
"2668","Q9Y5A7",51667
"4370","Q9Y5A9",51441
"175","Q9Y5B6",94104
"2607","Q9Y5B8",29922
"3836","Q9Y5B9",11198
"4256","Q9Y5J1",51096
"3949","Q9Y5J7",26520
"3948","Q9Y5J9",26521
"4197","Q9Y5K5",51377
"836","Q9Y5K6",23607
"641","Q9Y5K8",51382
"4010","Q9Y5L0",23534
"3943","Q9Y5L4",26517
"3758","Q9Y5M8",58477
"1669","Q9Y5P6",29925
"1474","Q9Y5Q0",3995
"1760","Q9Y5Q9",9330
"4089","Q9Y5S1",51393
"854","Q9Y5S2",9578
"3285","Q9Y5S9",9939
"4240","Q9Y5T5",10600
"112","Q9Y5U9",51124
"3711","Q9Y5X1",51429
"3710","Q9Y5X2",29886
"3708","Q9Y5X3",27131
"2670","Q9Y5Y2",10101
"3784","Q9Y5Y6",6768
"1799","Q9Y5Z4",23593
"3173","Q9Y606",80324
"2182","Q9Y608",9209
"1539","Q9Y613",29109
"3094","Q9Y617",29968
"2524","Q9Y618",9612
"1467","Q9Y624",50848
"1710","Q9Y625",10082
"2644","Q9Y639",27020
"3599","Q9Y666",10723
"2400","Q9Y676",28973
"1000","Q9Y678",22820
"655","Q9Y679",550
"939","Q9Y696",25932
"2582","Q9Y697",9054
"891","Q9Y6A4",29105
"3859","Q9Y6A5",10460
"3727","Q9Y6A9",28972
"2430","Q9Y6C9",23788
"542","Q9Y6D6",10565
"2213","Q9Y6D9",8379
"3800","Q9Y6E0",8428
"723","Q9Y6E2",28969
"2383","Q9Y6G3",28977
"991","Q9Y6G5",51397
"1289","Q9Y6G9",51143
"898","Q9Y6H1",51142
"1402","Q9Y6I3",29924
"3917","Q9Y6I9",51368
"255","Q9Y6J9",10629
"2712","Q9Y6K5",4940
"1961","Q9Y6K9",8517
"1953","Q9Y6M1",10644
"3623","Q9Y6M5",7779
"3633","Q9Y6M7",9497
"2550","Q9Y6M9",4715
"3744","Q9Y6N5",58472
"508","Q9Y6Q5",10053
"1168","Q9Y6V7",54555
"4312","Q9Y6W5",10163
"2252","Q9Y6X3",23383
"3523","Q9Y6Y8",11196
